,ID,Name,HOF,HOF_n,HOF_mgr,FY,LY,SP,n_33,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP,AW_P,AW_C,AWD,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,WAR
10098,schmimi01,"Schmidt, Mike",Y,1,N,1972,1989,18,18,0,Y,2404,8352,150.6,223.4,408,59,548,159.5,174,92,1507,1883,201,79,16,108,156,46.7,168.1,267,527,380,20,1,1,-817.1681287,-62.92522291,-422.327725,-118.265392,-69.73298114,11.67805297,6.734774399
10107,schoere01,"Schoendienst, Red",Y,16,N,1945,1963,19,19,1,Y,2216,8479,122.3,244.9,427,78,84,77.3,89,27,606,346,15,21,97,19,180,50.5,69.5,289,387,337,0,0,0,-383.1228652,153.2923584,-493.6915916,-56.51612404,-49.86281876,13.14771772,2.595543266
10109,schofdi01,"Schofield, Dick",N,0,N,1953,1971,19,19,1,N,1321,3083,39.4,69.9,113,20,21,21.1,12,29,390,526,18,26,29,17,56,13.3,40.2,227,297,317,0,0,0,-210.0812587,36.53924967,-431.3217383,-107.4074415,-53.77045402,7.994113031,0.99506347
10110,schofdi02,"Schofield, Dick",N,0,N,1983,1996,14,14,1,N,1368,4299,50.5,98.9,137,32,56,35.3,120,41,446,684,11,48,109,26,59,16.9,56.6,230,316,308,0,0,0,-258.9375436,43.75582294,-426.2436918,-91.62031442,-51.67664237,8.463703749,1.365543831
10158,sciosmi01,"Scioscia, Mike",N,0,N,1980,1992,13,13,1,Y,1441,4373,39.8,113.1,198,12,68,44.6,29,24,567,307,101,22,57,37,106,21,59.6,259,356,344,0,0,0,-297.1766215,49.36169082,-476.4945027,-101.1249291,-59.11294999,6.296494196,2.516653481
10167,scottge02,"Scott, George",N,2,N,1966,1979,14,14,0,Y,2034,7433,95.7,199.2,306,60,271,105.1,69,57,699,1418,85,53,22,62,277,36.6,76.8,268,435,333,8,0,1,-535.533862,32.59493043,-445.8417997,-75.00609403,-61.50679437,7.924194806,2.92630306
10176,scottto01,"Scott, Tony",N,1,N,1973,1984,11,11,0,N,991,2803,33.1,69.9,111,28,17,25.3,125,69,186,464,27,16,17,25,51,13.9,31.1,249,327,297,0,0,0,-217.9821452,31.05148961,-452.168501,-74.18865677,-67.02280636,4.617654838,0.651887102
10211,seguida01,"Segui, David",N,1,N,1990,2004,15,15,0,N,1456,4847,68.3,141.2,284,16,139,68.4,17,19,524,687,56,14,19,45,131,30,54.1,291,443,359,0,0,0,-405.8720862,30.66634541,-526.7321892,-79.20469773,-65.80561097,4.986296552,1.276858139
10219,seitzke01,"Seitzer, Kevin",N,0,N,1986,1997,12,12,0,Y,1439,5278,73.9,155.7,285,35,74,61.3,80,49,669,617,31,35,39,41,133,32,74.9,295,404,375,0,0,0,-346.6155476,80.10207542,-533.4608429,-95.67258406,-63.53353054,3.643604523,2.744935665
10247,servasc01,"Servais, Scott",N,0,N,1991,2001,11,11,1,N,820,2493,24.3,61.1,130,2,63,31.9,3,6,183,407,31,46,35,21,73,13.2,18.6,245,375,306,0,0,0,-270.3705292,-7.137072578,-470.6371034,-70.45672383,-58.08794104,4.125188598,0.726457883
10258,sexsori01,"Sexson, Richie",N,1,N,1997,2008,12,12,0,Y,1367,4928,74.8,128.6,260,17,306,94.3,14,13,588,1313,31,52,0,36,144,27.7,60.2,261,507,344,0,0,0,-558.6054803,-63.91997274,-488.019826,-72.29119004,-54.95276921,6.118081047,1.958458244
10296,shelbjo01,"Shelby, John",N,0,N,1981,1991,11,11,0,N,1036,3090,38.9,73.9,128,24,70,31.3,98,40,182,671,15,4,32,18,51,15.2,28,239,364,281,0,0,0,-273.553278,0.544493114,-445.830262,-53.59568777,-58.00267749,9.261575425,0.459741431
10333,shiplcr01,"Shipley, Craig",N,0,N,1986,1998,11,11,0,N,582,1345,15.5,36.4,63,6,20,13.8,33,17,47,191,7,17,15,9,29,6.9,8,271,371,302,0,0,0,-221.9611868,-9.109993781,-494.0710627,-63.84634634,-81.21475515,8.557579103,-0.148709002
10364,shumpte01,"Shumpert, Terry",N,0,N,1990,2003,14,14,1,N,854,1969,29.5,49.7,109,26,49,22.3,85,29,166,369,5,24,32,22,33,13.5,25.1,252,409,315,0,0,0,-265.8180643,-21.84545707,-507.4574203,-62.08770866,-53.00166775,8.051021411,0.118707637
10368,siebeno01,"Siebern, Norm",N,0,N,1956,1968,12,12,0,Y,1406,4481,66.2,121.7,206,38,132,63.6,18,25,708,748,47,10,20,48,64,24.4,72.6,272,423,369,1,0,1,-383.9307738,20.07363359,-514.0031812,-100.7456733,-56.51439162,2.28532727,2.461818872
10375,sierrru01,"Sierra, Ruben",N,1,N,1986,2006,20,20,0,Y,2186,8044,108.4,215.2,428,59,306,132.2,142,52,610,1239,102,7,1,120,193,48.7,75.2,268,450,315,1,0,1,-579.8758462,30.84816703,-432.0954673,-55.58554754,-62.59081514,-7.170601643,1.169209747
10376,sievero01,"Sievers, Roy",N,2,N,1949,1965,17,17,0,Y,1887,6387,94.5,170.3,292,42,318,114.7,14,19,841,920,55,51,15,55,164,33.4,85.5,267,475,354,1,0,1,-580.3751583,-17.62353611,-465.6466927,-88.57523383,-60.7759238,-0.373048767,2.254170635
10398,simmote01,"Simmons, Ted",N,1,N,1968,1988,21,21,1,Y,2456,8680,107.4,247.2,483,47,248,138.9,21,33,855,694,188,39,11,100,287,53,87.6,285,437,348,1,0,1,-548.8968149,90.47084507,-465.7488027,-71.38888269,-58.91918009,-15.51042192,3.492710377
10411,simsdu01,"Sims, Duke",N,1,N,1964,1974,11,11,1,N,843,2422,26.3,58,80,6,100,31,6,16,338,483,34,35,6,9,45,8.6,34.4,239,401,340,0,0,0,-310.9625112,-29.08332658,-488.7308482,-95.58295095,-46.97950911,10.12225336,1.823024911
10413,sinatma01,"Sinatro, Matt",N,0,N,1981,1992,10,10,1,N,140,252,2,4.8,6,1,1,2.1,2,1,17,35,1,1,5,1,11,0.7,1.9,190,234,244,0,0,0,-129.7102791,-8.095776182,-349.7280355,-85.56936272,-62.22676167,5.115407437,-0.098913043
10420,singlke01,"Singleton, Ken",N,1,N,1970,1984,15,15,0,Y,2082,7189,98.5,202.9,317,25,246,106.5,21,36,1263,1246,125,17,29,60,248,34.2,128.4,282,436,388,0,1,1,-525.4571468,53.29611741,-487.2769344,-114.8634477,-60.03290798,2.932271379,3.318123393
10438,sizemte01,"Sizemore, Ted",N,0,N,1969,1980,12,12,1,N,1411,5011,57.7,131.1,188,21,23,43,59,46,469,350,60,20,110,38,138,20.9,52.8,262,321,325,1,0,1,-253.8372297,90.10277731,-460.9033334,-88.94938183,-62.91062523,4.662439139,1.402726629
10446,skinnbo01,"Skinner, Bob",N,0,N,1954,1966,12,12,0,Y,1381,4318,64.2,119.8,197,58,103,53.1,67,36,485,646,53,17,33,20,81,25.5,55.2,277,421,351,0,0,0,-354.9947153,26.87783063,-517.6912007,-81.28111445,-59.5632459,7.028887604,1.537902729
10451,skowrbi01,"Skowron, Bill",N,0,N,1954,1967,14,14,0,Y,1658,5547,68.1,156.6,243,53,211,88.8,16,18,383,870,48,54,17,45,192,29.6,39.9,282,459,332,0,0,0,-476.2025626,10.98045572,-492.4488279,-59.52523052,-66.44087714,2.461227119,2.417317235
10459,slaugdo01,"Slaught, Don",N,0,N,1982,1997,16,16,1,N,1327,4063,41.5,115.1,235,28,77,47.6,18,15,311,559,28,42,48,38,115,26.3,32.9,283,412,338,0,0,0,-326.8396294,34.11989845,-517.8942486,-70.02768446,-66.07955838,6.828014683,1.546557086
10478,smallro02,"Smalley, Roy",N,0,N,1975,1987,13,13,1,N,1653,5657,74.5,145.4,244,25,163,69.4,27,34,771,908,47,14,98,54,121,26.9,79.8,257,395,345,0,0,0,-405.5736972,33.09449359,-464.616283,-95.32366418,-54.96866942,7.987776281,0.493419267
10483,smithal04,"Smith, Al",N,0,N,1953,1964,12,12,0,Y,1517,5357,84.3,145.8,258,46,164,67.6,67,43,674,768,30,63,35,43,127,30.4,74.1,272,429,358,0,0,0,-420.7654957,26.07819306,-499.7978708,-90.01176928,-56.37260143,10.52734673,2.301992871
10499,smithch04,"Smith, Charley",N,0,N,1960,1969,10,10,0,N,771,2484,22.8,59.4,83,18,69,28.1,7,12,130,565,19,14,38,20,60,10.1,13.7,239,370,279,0,0,0,-268.0569235,-13.81428408,-450.0816076,-51.76893144,-59.75319613,8.467653985,0.7683172
10521,smithha08,"Smith, Hal",N,0,N,1955,1964,10,10,1,N,879,2682,26.9,71.5,148,10,58,32.3,7,10,196,361,12,14,20,29,92,15.8,20.3,267,394,317,0,0,0,-280.3907671,2.708631868,-498.9276564,-66.58126454,-67.116639,6.380177785,0.968514111
10532,smithlo01,"Smith, Lonnie",N,1,N,1978,1994,17,17,0,N,1613,5170,90.9,148.8,273,58,98,53.3,370,140,623,849,19,92,21,46,69,33.1,99.3,288,420,371,0,0,0,-365.4626105,57.43834751,-531.6703634,-91.58487537,-58.86131267,13.54354691,3.009559812
10543,smithoz01,"Smith, Ozzie",Y,1,N,1978,1996,19,19,1,Y,2573,9396,125.7,246,402,69,28,79.3,580,148,1072,589,79,33,214,63,167,47.1,165.2,262,328,337,15,3,1,-316.6259823,188.4952447,-463.5827035,-74.80715443,-33.13559134,0.13909416,3.878910744
10548,smithre06,"Smith, Reggie",N,1,N,1966,1982,17,17,0,Y,1987,7033,112.3,202,363,57,314,109.2,137,86,890,1030,115,33,8,86,150,42,102.7,287,489,366,1,0,1,-596.2961347,9.915309008,-489.5533022,-84.44070054,-64.36304115,12.9606217,4.465416149
10574,snidedu01,"Snider, Duke",Y,11,N,1947,1964,18,18,0,Y,2143,7161,125.9,211.6,358,85,407,133.3,99,50,971,1237,104,21,52,32,166,44.3,107,295,540,380,1,0,1,-700.4914577,-25.08719094,-497.4766324,-87.26252554,-68.64423215,9.487983102,4.755894136
10580,snowjt01,"Snow, J. T.",N,1,N,1992,2008,16,16,0,N,1716,5641,79.8,150.9,293,19,189,87.7,20,23,760,1142,61,64,24,64,135,31.2,78,268,427,357,6,0,1,-446.7219124,24.34822878,-485.4349436,-93.40621988,-57.02118224,-2.928322259,1.067465283
10593,snyderu01,"Snyder, Russ",N,0,N,1959,1970,12,12,0,N,1365,3631,48.8,98.4,150,29,42,31.9,58,32,294,438,10,9,57,23,61,17.9,35.2,271,363,325,0,0,0,-268.6002372,42.46299381,-488.006145,-79.12740371,-69.44745218,10.76496974,0.666841056
10603,sojolu01,"Sojo, Luis",N,0,N,1990,2003,13,13,1,N,848,2571,30,67.1,103,12,36,26.1,28,20,124,198,3,13,56,9,76,11.5,15.2,261,352,297,0,0,0,-241.9487663,16.27258308,-466.8892171,-65.90169979,-74.36358112,7.148441609,0.418175261
10623,sorrepa01,"Sorrento, Paul",N,0,N,1989,1999,11,11,0,N,1093,3412,45.4,87.6,176,5,166,56.5,8,15,426,844,54,21,4,27,81,18.1,43.4,257,457,340,0,0,0,-402.9150326,-38.76687959,-506.7572923,-74.76736106,-51.42935377,6.206896355,0.818046272
10641,spangal01,"Spangler, Al",N,0,N,1959,1971,13,13,0,N,912,2267,30.7,59.4,87,26,21,17.5,37,32,295,234,23,11,23,19,20,11.3,33.2,262,351,347,0,0,0,-230.3556628,19.84591285,-496.8765684,-107.7374122,-66.91889968,10.01024535,0.303403442
10654,speiech01,"Speier, Chris",N,1,N,1971,1989,19,19,1,Y,2260,7156,77,175.9,302,50,112,72,42,54,847,988,106,35,73,44,183,35.2,88.9,246,349,327,0,0,0,-358.6153918,87.95352601,-438.173934,-86.62255221,-45.38497005,3.785437882,2.055352544
10659,spencda01,"Spencer, Daryl",N,0,N,1952,1963,10,10,1,N,1098,3689,45.7,90.1,145,20,105,42.8,13,7,449,516,25,20,21,27,103,16.5,46.2,244,380,327,0,0,0,-322.21428,4.077533188,-466.1884012,-88.19569312,-53.11263351,8.37400627,1.430290062
10661,spencji01,"Spencer, Jim",N,1,N,1968,1982,15,15,0,N,1553,4908,54.1,122.7,179,27,146,59.9,11,19,407,582,86,17,35,42,124,20.6,41.8,250,387,307,2,0,1,-372.7512344,15.90746081,-446.1067797,-68.52386002,-59.19428478,8.368293985,0.410926234
10672,spierbi01,"Spiers, Bill",N,0,N,1989,2001,13,13,1,N,1251,3408,47.7,92.2,158,35,37,38.8,97,43,355,496,21,18,42,22,73,19.3,45.2,271,370,341,0,0,0,-268.3017641,39.69170757,-502.0952757,-89.60299525,-65.61493124,1.526406701,1.017217165
10674,spiezsc01,"Spiezio, Scott",N,0,N,1996,2007,12,12,0,N,1274,3899,51.7,99.6,225,27,119,54.9,33,23,412,594,35,35,25,41,77,25.2,44.5,255,419,329,0,0,0,-355.0865284,-1.425512303,-491.9427906,-71.90268745,-51.48305443,2.34195494,1.087284678
10678,spilmha01,"Spilman, Harry",N,0,N,1978,1989,12,12,0,N,563,810,9.6,19.2,34,1,18,11.7,1,2,81,126,8,3,3,9,16,3.5,8.2,237,348,306,0,0,0,-202.6198875,-21.800233,-468.5789647,-83.32241521,-60.68203374,4.157010536,0.073178808
10689,spraged02,"Sprague, Ed",N,0,N,1991,2001,11,11,0,N,1203,4095,50.6,101,225,12,152,55.8,6,12,358,833,21,91,6,37,106,23.7,36.4,247,419,318,0,0,0,-380.1548273,-14.73519979,-471.0770397,-68.97200152,-51.477611,7.56058488,0.642598648
10703,squirmi01,"Squires, Mike",N,0,N,1975,1985,10,10,0,N,779,1580,21.1,41.1,53,10,6,14.1,45,28,143,108,13,5,38,12,31,6.3,18.8,260,318,321,1,0,1,-195.48045,17.03040417,-467.3262149,-101.3033978,-80.57707433,6.127363811,0.104443195
10708,stahlla01,"Stahl, Larry",N,1,N,1964,1973,10,10,0,N,730,1721,16.7,40,58,19,36,16.3,22,16,142,357,17,6,12,8,21,7.7,16.4,232,351,292,0,0,0,-225.3601767,-13.7554777,-454.3341144,-69.83820777,-55.75753764,8.276584224,0.324775013
10733,stanlfr01,"Stanley, Fred",N,0,N,1969,1982,14,14,1,N,816,1650,19.7,35.6,38,5,10,12,11,6,196,243,4,7,47,6,28,4.3,20.7,216,263,301,0,0,0,-170.6560847,17.72995071,-401.7948327,-114.5317829,-62.54076907,5.616486637,0.145435467
10734,stanlmi01,"Stanley, Mickey",N,1,N,1964,1978,15,15,0,N,1516,5022,64.1,124.3,201,48,117,50,44,23,371,564,32,8,42,34,133,24.9,41.5,248,377,298,4,0,1,-343.0321121,27.91327755,-445.7318265,-60.24620611,-56.1385354,12.97333296,1.048146796
10735,stanlmi02,"Stanley, Mike",N,0,N,1986,2000,15,15,1,N,1467,4222,62.5,113.8,220,7,187,70.2,13,4,652,929,25,48,15,52,108,22.7,66.5,270,458,370,1,0,1,-438.4816445,-16.83089486,-516.9676467,-97.34712484,-55.81515505,3.834899198,1.871437162
10743,stargwi01,"Stargell, Willie",Y,1,N,1962,1982,21,21,0,Y,2360,7927,119.5,223.2,423,55,475,154,17,16,937,1936,227,78,9,75,143,47.8,95.4,282,529,360,5,3,1,-757.2207313,-37.66624355,-447.8948925,-85.94710641,-72.82544965,4.687450808,3.813638378
10753,staubru01,"Staub, Rusty",N,7,N,1963,1985,23,23,0,Y,2951,9720,118.9,271.6,499,47,292,146.6,47,33,1255,888,193,79,56,119,297,54.6,130.2,279,431,362,0,0,0,-594.5791096,98.46907709,-448.0459036,-89.84109803,-55.19808578,-9.179323007,2.678760353
10758,stearjo01,"Stearns, John",N,1,N,1974,1984,11,11,1,Y,810,2681,33.4,69.6,152,10,46,31.2,91,51,323,294,25,25,23,30,80,16.2,41.4,260,375,341,0,0,0,-265.3873047,12.68140175,-499.2011677,-94.31194311,-61.11415739,4.107547768,2.75366645
10766,steinbi02,"Stein, Bill",N,0,N,1972,1985,14,14,0,N,959,2811,26.8,75.1,122,18,44,31.1,16,16,186,413,21,14,31,25,74,14,20.2,267,370,313,0,0,0,-261.4726267,17.91060125,-485.6484945,-70.76787349,-71.51605428,5.949597156,0.573687643
10772,steinte01,"Steinbach, Terry",N,1,N,1986,1999,14,14,1,Y,1546,5369,63.8,145.3,273,21,162,74.5,23,22,418,938,31,48,15,46,176,29.4,44.1,271,420,326,1,0,1,-413.7592308,26.7474828,-478.248366,-66.42193941,-62.95066289,3.879626622,2.161177069
10779,stennre01,"Stennett, Rennie",N,0,N,1971,1981,11,11,1,N,1237,4521,50,123.9,177,41,41,43.2,75,54,207,348,41,16,33,33,112,21.8,28.2,274,359,306,0,0,0,-277.4452265,65.62625601,-476.1508324,-59.30689261,-70.18882499,6.737722769,1.674137214
10786,stephge01,"Stephens, Gene",N,0,N,1952,1964,12,12,0,N,964,1913,28.3,46,78,15,37,20.7,27,20,233,322,5,14,17,18,16,9.3,26,240,355,325,0,0,0,-235.614055,-4.548505664,-474.9857549,-94.38152116,-55.46785215,5.726832012,0.302050114
10789,stephjo02,"Stephenson, John",N,0,N,1964,1973,10,10,1,N,451,989,8.3,21.4,37,3,12,9.3,0,1,63,118,15,12,8,4,38,4,6.3,216,296,271,0,0,0,-173.9905023,-9.231517289,-410.2652777,-77.25017514,-61.06949367,5.372478609,-0.137639405
10803,stevele01,"Stevens, Lee",N,0,N,1990,2002,10,10,0,N,1012,3332,44,84.7,185,15,144,53.1,9,16,345,832,50,10,5,32,93,20,35.4,254,448,323,0,0,0,-377.9913219,-33.34649281,-499.9364664,-61.21811783,-50.81209634,4.8243676,0.234962406
10814,stewaji01,"Stewart, Jimmy",N,1,N,1963,1973,10,10,0,N,777,1420,16.4,33.6,45,14,8,11.2,38,20,139,218,9,8,22,13,18,5.9,17.7,237,305,306,0,0,0,-185.1334479,7.669563933,-442.1306692,-98.1706628,-68.23862475,6.454973954,-0.092009988
10821,stewash01,"Stewart, Shannon",N,0,N,1995,2008,14,14,0,N,1386,5574,85.3,165.3,315,41,115,58,196,71,504,684,16,74,15,38,115,35.6,70,297,430,360,0,0,0,-389.6873343,63.11149381,-529.5135429,-76.91299177,-64.78031212,16.91512998,2.210410959
10831,stinnke01,"Stinnett, Kelly",N,0,N,1994,2007,14,14,1,N,734,2033,22.8,47.6,91,4,65,23,10,5,196,567,26,42,12,7,39,9.5,20.6,234,379,313,0,0,0,-265.6328977,-23.21271283,-472.8404464,-78.66942337,-49.39653899,8.894361987,0.523624454
10832,stinsbo01,"Stinson, Bob",N,0,N,1969,1980,12,12,1,N,652,1634,16.6,40.8,61,7,33,18,8,10,201,254,16,23,31,16,41,6.8,20.9,250,356,337,0,0,0,-232.253853,-4.899611964,-487.0355687,-103.5887513,-62.76612387,6.551392024,0.967874016
10879,strawda01,"Strawberry, Darryl",N,1,N,1983,1999,17,17,0,Y,1583,5418,89.8,140.1,256,38,335,100,221,99,816,1352,131,38,1,53,64,29.4,103.7,259,505,357,3,0,1,-588.3513088,-62.18566572,-480.3424173,-87.435664,-54.1879232,8.574740656,3.738792286
10902,stuardi01,"Stuart, Dick",N,0,N,1958,1969,10,10,0,N,1112,3997,50.6,105.5,157,30,228,74.3,2,7,301,957,34,22,6,37,118,18.7,30.3,264,489,316,0,0,0,-472.8980138,-54.93424436,-494.9433888,-46.8903518,-58.79823151,5.704565525,1.384849874
10905,stubbfr01,"Stubbs, Franklin",N,0,N,1984,1995,10,10,0,N,945,2591,32.3,60.2,109,12,104,34.8,74,28,260,626,38,10,19,19,36,12.1,33.4,232,404,303,0,0,0,-312.1304664,-34.47602769,-468.7077612,-63.56976622,-45.76339982,7.980355611,0.558571921
10918,stynech01,"Stynes, Chris",N,0,N,1995,2004,10,10,0,N,828,2326,35.1,64,118,9,51,26.5,49,16,191,308,9,22,23,11,48,12.7,24,275,399,335,0,0,0,-274.8790471,-0.023268704,-517.26789,-79.23911718,-70.48786627,8.849406101,1.14939759
10946,summech01,"Summers, Champ",N,1,N,1974,1984,11,11,0,N,698,1371,19.9,35,63,4,54,21.8,15,13,188,244,17,19,3,12,35,6.7,20.3,255,425,350,0,0,0,-273.8227812,-36.71886792,-534.9459892,-88.04279435,-49.91552305,5.361416635,0.984745763
10947,sundbji01,"Sundberg, Jim",N,1,N,1974,1989,16,16,1,Y,1962,6021,62.1,149.3,243,36,95,62.4,20,37,699,963,31,22,118,38,159,27.9,71.9,248,348,327,6,0,1,-331.8862734,71.15838257,-446.1439814,-88.95478275,-50.66327261,3.172290937,2.692229632
10952,surhobj01,"Surhoff, B. J.",N,1,N,1987,2005,19,19,0,N,2313,8258,106.2,232.6,440,42,188,115.3,141,84,640,839,81,33,71,104,169,48.2,78.1,282,413,332,0,0,0,-478.7412634,101.5439702,-465.1177332,-61.24889119,-58.39858797,-7.559585965,1.88995168
10965,suthega01,"Sutherland, Gary",N,0,N,1966,1978,13,13,1,N,1031,3104,30.8,75.4,109,10,24,23.9,11,24,207,219,20,10,46,18,85,11.9,21.8,243,308,291,0,0,0,-217.4872204,37.22933556,-431.1366141,-78.43870164,-68.10176531,8.390183085,-0.707503693
10976,sveumda01,"Sveum, Dale",N,0,N,1986,1999,12,12,1,N,862,2526,30.5,59.7,125,13,69,34,10,18,227,656,12,6,26,25,53,13.8,23.7,236,378,298,0,0,0,-274.5076161,-13.74380182,-463.1310155,-64.36200355,-51.79254714,2.548266177,0.155124555
10989,sweenma01,"Sweeney, Mark",N,0,N,1995,2008,14,14,0,N,1218,1830,22,46.4,101,9,42,25,16,9,259,425,14,12,12,18,35,11,27.5,254,387,347,0,0,0,-255.8409294,-10.57672143,-510.7581496,-98.24884172,-55.97894142,3.024505658,0.252979822
11013,tablepa01,"Tabler, Pat",N,0,N,1981,1992,12,12,0,N,1202,3911,45.4,110.1,190,25,47,51.2,16,20,375,559,22,24,15,37,113,21.5,39.1,282,379,345,0,0,0,-291.0910902,52.63927878,-509.2289835,-86.19474709,-69.87194279,-3.428280253,0.549312242
11042,tartada01,"Tartabull, Danny",N,1,N,1984,1997,14,14,0,N,1406,5011,75.6,136.6,289,22,262,92.5,37,30,768,1362,47,17,2,44,110,31.1,80.5,273,496,368,0,0,0,-526.2748721,-33.21975011,-512.8958938,-87.17543057,-55.62010778,2.160378839,2.136460116
11061,taubeed01,"Taubensee, Ed",N,0,N,1991,2001,11,11,1,N,975,2874,35.1,78.4,151,9,94,41.9,11,10,255,574,29,9,10,30,50,16,26.6,273,430,331,0,0,0,-329.0173704,-11.94822883,-518.3393191,-66.84141466,-64.48250401,5.6180115,0.828067967
11068,taverfr01,"Taveras, Frank",N,0,N,1971,1982,11,11,1,N,1150,4043,50.3,102.9,144,44,2,21.4,300,106,249,474,9,24,67,16,65,18.8,54.9,255,313,301,0,0,0,-214.1641214,69.35568319,-451.5621122,-74.7121837,-65.39524733,14.21612933,0.569879518
11088,tayloha04,"Taylor, Hawk",N,0,N,1957,1970,11,11,1,N,394,724,5.6,15.8,25,0,16,8.2,0,3,36,146,4,4,0,2,22,2.5,3.6,218,319,258,0,0,0,-181.3845905,-24.00888343,-419.5191869,-57.48962636,-60.06341426,6.005401054,-0.044908616
11101,tayloto02,"Taylor, Tony",N,1,N,1958,1976,19,19,1,N,2195,7680,100.5,200.7,298,86,75,59.8,234,111,613,1083,49,78,91,39,166,38.4,84.7,261,352,321,0,0,0,-337.4452968,121.1520982,-457.1513281,-67.98182119,-46.28332769,15.79112378,1.225749912
11125,templga01,"Templeton, Garry",N,1,N,1976,1991,16,16,1,Y,2079,7721,89.3,209.6,329,106,70,72.8,242,129,375,1092,144,9,57,46,167,43.5,61.7,271,369,304,2,0,1,-345.1634604,127.0155831,-465.3748289,-42.09164051,-50.03201712,5.530548663,1.734137427
11126,templjo01,"Temple, Johnny",N,0,N,1952,1964,13,13,1,Y,1420,5218,72,148.4,208,36,22,39.5,140,48,648,338,5,13,122,34,79,24.4,78.8,284,351,363,0,0,0,-275.8006622,102.9597711,-508.2142319,-102.7009425,-63.52094261,12.72756868,1.789627175
11127,tenacge01,"Tenace, Gene",N,1,N,1969,1983,15,15,1,N,1555,4390,65.3,106,179,20,201,67.4,36,42,984,998,58,91,21,39,77,19.9,102,241,429,388,2,0,1,-435.3454149,-23.10209622,-489.5707557,-132.222772,-39.93562163,5.402099071,4.053954751
11146,tettlmi01,"Tettleton, Mickey",N,1,N,1984,1997,14,14,1,N,1485,4698,71.1,113.2,210,16,245,73.2,23,29,949,1307,72,30,21,47,86,22.6,97.2,241,449,369,3,0,1,-479.4682244,-40.56102726,-477.1218463,-113.625034,-43.02449133,9.9243873,2.691662315
11147,teufeti01,"Teufel, Tim",N,0,N,1983,1993,11,11,1,N,1073,3112,41.5,78.9,185,12,86,37.9,23,19,387,531,23,12,27,24,85,19.7,41,254,404,336,0,0,0,-311.7164046,-4.055370188,-498.7771919,-82.95910533,-52.82449419,7.122471195,1.626389669
11181,thomade01,"Thomas, Derrel",N,0,N,1971,1985,15,15,1,N,1597,4677,58.5,116.3,154,54,43,37,140,92,456,593,32,25,81,29,73,20.8,59.6,249,332,317,0,0,0,-264.1756955,62.65089146,-453.0914175,-84.86605178,-56.17323521,9.70803616,0.504309036
11184,thomafr03,"Thomas, Frank",N,0,N,1951,1966,16,16,0,Y,1766,6285,79.2,167.1,262,31,286,96.2,15,22,484,894,55,51,26,70,191,29.3,49.9,266,454,320,0,0,0,-537.4141218,-8.853368024,-447.9853752,-64.4758708,-66.20504432,11.01759245,1.510960093
11187,thomage01,"Thomas, George",N,0,N,1957,1971,13,13,0,N,685,1688,20.3,43,71,9,46,20.2,13,12,138,343,4,18,10,11,31,8,15.1,255,389,316,0,0,0,-253.5668071,-19.43954506,-496.6813213,-72.39485687,-62.49047684,7.912552708,0.514852547
11188,thomago01,"Thomas, Gorman",N,1,N,1973,1986,13,13,0,N,1436,4677,68.1,105.1,212,13,268,78.2,50,49,697,1339,41,18,41,53,84,22.5,74.7,225,448,324,0,0,0,-488.8847428,-62.46474084,-440.149412,-82.68495665,-41.96339312,7.133097277,2.334378418
11213,thompja01,"Thompson, Jason",N,0,N,1976,1986,11,11,0,Y,1418,4802,64,125.3,204,12,208,78.2,8,7,816,862,70,9,5,54,113,21.6,82.4,261,438,366,0,0,0,-453.567775,-9.225872213,-488.9356553,-105.1708686,-55.37091892,2.561540804,2.871931059
11221,thompmi02,"Thompson, Milt",N,0,N,1984,1996,13,13,0,N,1359,3761,49.1,102.9,156,37,47,35.7,214,66,336,635,46,22,20,16,60,19.3,55,274,372,335,0,0,0,-279.9274651,43.76649475,-497.855778,-83.31258995,-67.79232422,9.211171146,1.796269555
11226,thompro01,"Thompson, Robby",N,1,N,1986,1996,11,11,1,Y,1304,4612,67.1,118.7,238,39,119,45.8,103,62,439,987,8,66,99,19,72,27.7,54.2,257,403,329,2,0,1,-354.8333093,18.55526443,-481.6304471,-75.70386823,-53.33138504,15.91084259,2.980305635
11234,thondi01,"Thon, Dickie",N,0,N,1979,1993,15,15,1,N,1387,4449,49.6,117.6,193,42,71,43.5,167,63,348,658,51,9,30,35,77,23.5,51.5,264,374,317,1,0,1,-304.61903,44.0184265,-476.8191029,-69.41240575,-61.85528577,9.64465447,2.25520427
11237,thornan01,"Thornton, Andre",N,1,N,1973,1987,14,14,0,N,1565,5291,79.2,134.2,244,22,253,89.5,48,37,876,851,69,41,14,71,129,26.6,92.4,254,452,360,1,2,1,-499.4335299,-22.7575895,-475.0600938,-100.6241003,-51.82635851,1.964097314,2.27565549
11289,tolanbo01,"Tolan, Bobby",N,1,N,1965,1979,13,13,0,N,1282,4238,57.2,112.1,173,34,86,49.7,193,100,258,587,27,65,64,39,91,20.7,45.1,265,382,314,0,1,1,-318.5104536,32.34530586,-475.3877025,-66.73583689,-64.87394726,5.157856012,2.038078902
